Course Name,University Name,Domain,Credential Level,Fees,Minimum Requirements,Intakes Duration,Link
Bachelor in Internal Trade and Finance,Izmir Ekonomi University,"Finance, Banking and FinTech",Bachelor's Degree,8000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",August,
Bachelor in Logistic Management,Izmir Ekonomi University,Business Administration and Management,Bachelor's Degree,8000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",August,
Bachelor in Political Science and International Relations,Izmir Ekonomi University,International Relations and Political Sciences,Bachelor's Degree,8000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",August,
Bachelor in Aerospace and Engineering,Izmir Ekonomi University,Aerospace/Aeronautics,Bachelor's Degree,8000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",August,
Bachelor in Biomedical Engineering,Izmir Ekonomi University,"Biomedical/Biochemical or Bioengineering, Bioinformation",Bachelor's Degree,8000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",August,
Bachelor in Civil Engineering,Izmir Ekonomi University,Construction/Civil/Urban Development,Bachelor's Degree,8000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",August,
Bachelor in Computer Engineering,Izmir Ekonomi University,Computer/IT/Data/Information Systems,Bachelor's Degree,8000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",August,
Bachelor in Electrical and Electronic Engineering,Izmir Ekonomi University,Electrical and Electronics,Bachelor's Degree,8000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",August,
Bachelor in Food Engineering,Izmir Ekonomi University,Food and Agriculture,Bachelor's Degree,8000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",August,
Bachelor in Genetics and Bioengineering,Izmir Ekonomi University,"Biomedical/Biochemical or Bioengineering, Bioinformation",Bachelor's Degree,8000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",August,
Bachelor in Industrial Engineering,Izmir Ekonomi University,"Industrial, Systems and Material",Bachelor's Degree,8000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",August,
Bachelor in Mechanical Engineering,Izmir Ekonomi University,Mechanical,Bachelor's Degree,8000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",August,
Bachelor in Mechatronics Engineering,Izmir Ekonomi University,Mechatronics,Bachelor's Degree,8000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",August,
Bachelor in Software Engineering,Izmir Ekonomi University,"Software, Programing, Develoment",Bachelor's Degree,8000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",August,
Bachelor in Physiotherapy and Rehabilitation,Izmir Ekonomi University,"Mental Health, Psychological Therapy",Bachelor's Degree,8000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",August,
Bachelor in Health Management,Izmir Ekonomi University,Health Sciences and Management,Bachelor's Degree,8000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",August,
Bachelor in Nursing,Izmir Ekonomi University,Healthcare,Bachelor's Degree,15000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",August,
Bachelor in Medicine,Izmir Ekonomi University,Medicine,Bachelor's Degree,15000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",August,
Master in Financial Economics (Thesis),Izmir Ekonomi University,Economics,Master's Degree,7500.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",August,
Master in Financial Economics (No Thesis),Izmir Ekonomi University,Economics,Master's Degree,6000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",August,
Master in Public Law (Thesis),Izmir Ekonomi University,"Law (LLB, LLM, JD and interdisciplinary)",Master's Degree,7500.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",August,
Master in Public Law (No Thesis),Izmir Ekonomi University,"Law (LLB, LLM, JD and interdisciplinary)",Master's Degree,6000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",August,
Master in Private Law (Thesis),Izmir Ekonomi University,"Law (LLB, LLM, JD and interdisciplinary)",Master's Degree,7500.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",August,
Master in Private Law (No Thesis),Izmir Ekonomi University,"Law (LLB, LLM, JD and interdisciplinary)",Master's Degree,6000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",August,
Master in Brand Communication(No thesis),Izmir Ekonomi University,"Media, Communication and Advertising",Master's Degree,6000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",August,
Master in Media and Communication (No thesis),Izmir Ekonomi University,"Media, Communication and Advertising",Master's Degree,6000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",August,
Master in Marketing Communication and Public Relations,Izmir Ekonomi University,"Marketing & Digital, Content Marketing",Master's Degree,7500.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",August,
Master in Logistic Management (No Thesis),Izmir Ekonomi University,Business Administration and Management,Master's Degree,6000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",August,
Master in Architecture (with thesis),Izmir Ekonomi University,Architecture (B.Arch - M.Arch),Master's Degree,7500.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",August,
Master in Surgical Nursing (Thesis) (Turkish),Izmir Ekonomi University,Healthcare,Master's Degree,7500.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",August,
Master in Sustainable Energy (thesis),Izmir Ekonomi University,"Environmental, Energy / Sustainability",Master's Degree,7500.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",August,
Master in Sustainable Energy (No Thesis),Izmir Ekonomi University,"Environmental, Energy / Sustainability",Master's Degree,6000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)",August,
Bachelor in English Language and Literature (Eng),Atilim University,Language & Linguistics & Translation and Language Technology,Bachelor's Degree,11000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)","March, September",
Bachelor in Mathematics (Eng),Atilim University,"Physics, Mathematics - Science and Technology",Bachelor's Degree,11000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)","March, September",
Bachelor in Psychology (Eng),Atilim University,"Psychology (Neuro, Clinical, Developmental etc)",Bachelor's Degree,11000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)","March, September",
Bachelor in Translation and Interpretation (Eng),Atilim University,Language & Linguistics & Translation and Language Technology,Bachelor's Degree,11000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)","March, September",
Bachelor in Architecture (Tr),Atilim University,Architecture (B.Arch - M.Arch),Bachelor's Degree,11000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)","March, September",
Bachelor in Textile and Fashion Design (Tr),Atilim University,Fashion Design / Management,Bachelor's Degree,11000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)","March, September",
Bachelor in Graphic Design (Tr),Atilim University,"Graphics, Digital and Visual Design",Bachelor's Degree,11000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)","March, September",
Bachelor in Industrial Product Design (Tr),Atilim University,Industrial & Product Design,Bachelor's Degree,11000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)","March, September",
Bachelor in Interior Architecture and Environmental Design (Tr),Atilim University,Interdisciplinary Architecture,Bachelor's Degree,11000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)","March, September",
Bachelor in Law (Tr),Atilim University,"Law (LLB, LLM, JD and interdisciplinary)",Bachelor's Degree,11000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)","March, September",
Bachelor in Economics (Eng),Atilim University,Economics,Bachelor's Degree,11000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)","March, September",
Bachelor in Economics (Tr),Atilim University,Economics,Bachelor's Degree,11000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)","March, September",
Bachelor in International Relations (Eng),Atilim University,International Relations and Political Sciences,Bachelor's Degree,11000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)","March, September",
Bachelor in International Trade and Logistics (Eng),Atilim University,International Relations and Political Sciences,Bachelor's Degree,11000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)","March, September",
Bachelor in Business Administration (Eng),Atilim University,Business Administration and Management,Bachelor's Degree,11000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)","March, September",
Bachelor in Business Administration (Tr),Atilim University,Business Administration and Management,Bachelor's Degree,11000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)","March, September",
Bachelor in Political Science and Public Administration (Tr),Atilim University,International Relations and Political Sciences,Bachelor's Degree,11000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)","March, September",
Bachelor in Finance (Tr),Atilim University,"Finance, Banking and FinTech",Bachelor's Degree,11000.00USD,"60%+ GPA equivalent curriculum passport copy application photo, father/mother contact info, CV, TOEFL 75+ (Optional)","March, September",
